fName,lName,dob,program,year,country
Charlean,Danilchenko,24-04-2009,SSC,2014,Botswana
Jobey,Gregor,07-07-2004,ASCG,2014,South Africa
Inez,Llorente,07-04-2003,ASCG,2024,Kenya
Agnola,MacInerney,27-11-2009,ASCG,2022,Botswana
Kare,Gibbetts,07-07-2001,SSC,2014,Nigeria
Kaye,Ronaghan,27-11-2001,ASCG,2022,South Africa
Katee,Toderi,20-03-2009,ASCG,2014,Nigeria
Edee,Lipscomb,23-09-2008,ASCG,2018,Ghana
Jamie,Brendish,04-09-2011,ASCG,2017,Botswana
Letti,Littlefair,07-07-2012,ASCG,2023,Libya
Joyous,Godrich,23-02-2000,ASCG,2024,Nigeria
Ethel,Lace,12-08-2011,ASCG,2021,Nigeria
Winonah,Cerro,26-07-2005,ASCG,2020,Nigeria
Caroljean,Hallows,28-11-2001,ASCG,2021,Nigeria
Miran,Stellino,02-12-2004,ASCG,2025,Nigeria
Elane,Cartmale,12-10-2010,CBC,2024,Kenya
Winifred,Bramo,03-09-2012,SSC,2020,South Africa
Eartha,Gwinn,11-05-2008,ASCG,2018,Nigeria
Celine,Mars,23-06-2006,ASCG,2017,South Africa
Celene,Brunelleschi,19-05-2008,ASCG,2021,South Africa
Honoria,Enriquez,04-10-2010,SSC,2025,South Africa
Carmita,Youngman,30-07-2005,ASCG,2025,Uganda
Gaby,Face,17-06-2006,ASCG,2020,Libya
Pearline,Espinas,07-02-2006,ASCG,2023,Botswana
Daria,Cranstoun,20-12-2007,ASCG,2025,South Africa
Alma,Botton,12-10-2007,ASCG,2021,Uganda
Josefina,Ainsby,09-02-2006,ASCG,2018,Nigeria
Rosina,Caldecutt,04-02-2012,ASCG,2015,Uganda
Benedetta,Struijs,06-06-2003,ASCG,2023,Nigeria
Maible,Summerside,01-01-2001,ASCG,2017,Kenya
Mora,Goodanew,20-03-2000,ASCG,2024,Nigeria
Jolyn,Baldinotti,27-03-2006,ASCG,2014,South Africa
Starlin,O'Flaverty,25-02-2004,ASCG,2025,Eritrea
Vickie,Truse,25-05-2001,ASCG,2022,Kenya
Loraine,Harness,05-06-2002,ASCG,2022,Nigeria
Carrissa,Rissen,09-03-2011,DSC,2023,Ghana
Madelyn,Tomaskunas,09-04-2011,ASCG,2018,South Africa
Aurilia,Rootham,05-08-2008,ASCG,2023,South Africa
Libbi,Flagg,29-03-2000,ASCG,2022,Nigeria
Riva,Lyall,25-06-2007,ASCG,2015,Uganda
Sella,Jaggs,26-06-2003,CBC,2021,Libya
Tamara,Vasyunichev,04-03-2009,ASCG,2022,Nigeria
Dahlia,Baversor,21-06-2010,ASCG,2018,Nigeria
Anastassia,McKintosh,03-09-2004,ASCG,2021,Uganda
Laurette,Gellibrand,27-10-2001,ASCG,2019,Nigeria
Darya,Cordner,27-06-2000,ASCG,2019,Nigeria
Raven,Marklow,11-12-2002,ASCG,2016,Nigeria
Dede,Piwell,28-03-2007,ASCG,2020,Zimbabwe
Malanie,Kearns,17-09-2000,ASCG,2016,Nigeria
Alidia,Isac,28-10-2003,ASCG,2023,Nigeria
Zulema,Clearie,01-03-2005,ASCG,2014,South Africa
Josephine,Cutforth,20-07-2008,ASCG,2022,Uganda
Lanita,Bloxsum,25-03-2005,ASCG,2016,Nigeria
Lucila,Kollatsch,28-06-2007,ASCG,2015,South Africa
Rubina,Agnew,31-03-2000,ASCG,2023,South Africa
Stephani,Blagdon,10-05-2012,ASCG,2025,Libya
Evania,Galpen,04-03-2001,ASCG,2022,South Africa
Loleta,Swine,28-01-2000,ASCG,2015,Uganda
Roze,Bedwell,27-02-2006,ASCG,2025,Uganda
Geralda,Klimentyonok,16-04-2011,ASCG,2015,Nigeria
Pearle,McKevany,24-05-2012,ASCG,2018,South Africa
Caresse,Crossgrove,10-08-2008,DSC,2021,Nigeria
Marketa,Gonzales,19-07-2007,ASCG,2019,Nigeria
Emmy,Blanden,18-01-2011,ASCG,2017,Kenya
Trescha,Cullerne,24-01-2012,ASCG,2024,Uganda
Dianne,Bartalot,29-10-2009,ASCG,2024,Kenya
Odelinda,Barlace,20-02-2005,ASCG,2015,Nigeria
Lian,Pine,23-01-2005,ASCG,2025,Rwanda
Chelsy,Rumbelow,28-04-2010,ASCG,2014,Uganda
Priscella,Crowcroft,12-08-2006,ASCG,2024,South Africa
Katharyn,Shutte,17-06-2008,ASCG,2025,South Africa
Rafaelita,Jindrich,27-12-2009,ASCG,2020,Nigeria
Jillian,Keggin,07-01-2005,ASCG,2016,South Africa
Carlene,Kesper,17-03-2010,ASCG,2018,Nigeria
Caro,Seemmonds,24-04-2002,ASCG,2025,South Africa
Merralee,Dummigan,18-09-2005,CBC,2017,South Africa
Dinny,Myner,04-02-2011,ASCG,2016,Nigeria
Dita,Leatham,03-03-2011,ASCG,2020,Nigeria
Linnet,Ferrier,26-01-2004,DSC,2016,Uganda
Joycelin,Joselson,01-06-2004,ASCG,2019,Uganda
Margaux,Cochern,23-08-2009,SSC,2016,Nigeria
Sheena,Ballantyne,19-12-2011,SSC,2022,Libya
Aidan,Tutchings,16-10-2012,SSC,2024,Nigeria
Suellen,Ottley,25-12-2009,ASCG,2015,Nigeria
Staci,Borkin,08-07-2012,ASCG,2017,Uganda
Emalia,Roskams,06-03-2011,ASCG,2023,Nigeria
Maddie,Ballintime,15-11-2003,CBC,2021,Nigeria
Barry,Slaughter,03-09-2002,ASCG,2023,Nigeria
Devonne,Fratczak,19-11-2005,ASCG,2014,Libya
Peg,Gimber,26-03-2006,ASCG,2024,Nigeria
Gabi,Bradtke,24-08-2010,ASCG,2019,South Africa
Clare,Gloy,16-04-2006,ASCG,2021,Nigeria
Henryetta,Lobley,27-04-2001,ASCG,2019,Zimbabwe
Mei,Tallboy,25-11-2003,ASCG,2018,South Africa
Barbabra,Eisikowitz,10-08-2010,ASCG,2016,Zimbabwe
Tansy,Cottier,03-12-2008,ASCG,2014,Libya
Pippa,Marking,10-02-2007,DSC,2018,Libya
Chris,Kleehuhler,25-12-2009,ASCG,2017,Botswana
Ivory,Jorez,23-11-2002,ASCG,2018,Nigeria
Susette,Westcarr,01-05-2006,ASCG,2019,South Africa
Nicola,McMeekin,28-12-2012,SSC,2021,Libya
Sunny,Braunlein,01-09-2004,ASCG,2022,South Africa
Georgette,Pickthorn,23-07-2001,ASCG,2015,Nigeria
Audry,Vedikhov,20-02-2010,ASCG,2023,Libya
Hollyanne,Buddington,12-04-2007,ASCG,2021,Nigeria
Marlee,Kinlock,17-05-2006,ASCG,2022,Kenya
Hertha,Muston,13-06-2008,ASCG,2025,Nigeria
Heidie,Grasser,10-06-2002,ASCG,2020,Uganda
Blakeley,Peterkin,08-05-2003,ASCG,2015,Uganda
Colline,McKeggie,28-10-2009,ASCG,2016,Uganda
Letta,Cowins,12-06-2001,ASCG,2023,Benin
Jilleen,Antunes,07-09-2012,ASCG,2020,Uganda
Janot,Pawellek,16-10-2005,ASCG,2025,Uganda
Cary,Coatman,18-07-2001,ASCG,2015,Zimbabwe
Berget,Keble,22-12-2001,DSC,2020,Zimbabwe
Gerty,Armin,23-01-2011,ASCG,2021,Nigeria
Myrtice,Bottelstone,25-04-2007,ASCG,2023,Uganda
Sydelle,Broader,08-07-2011,DSC,2021,Botswana
Aurelia,Laurenz,29-05-2005,DSC,2016,South Africa
Larina,Kubelka,11-05-2007,ASCG,2023,Benin
Roshelle,Stickells,12-12-2001,ASCG,2015,Nigeria
Catina,Extal,06-11-2007,ASCG,2022,South Africa
Karalynn,Berkery,07-10-2007,ASCG,2018,Uganda
Drucie,Fairpo,23-12-2010,ASCG,2015,Botswana
Wylma,Croydon,08-10-2008,ASCG,2020,Nigeria
Pat,Earwaker,02-07-2012,ASCG,2018,South Africa
Fara,Stuchburie,23-07-2010,ASCG,2018,South Africa
Isa,Nightingale,21-05-2007,ASCG,2022,South Africa
Augusta,Goldfinch,07-09-2002,ASCG,2020,Nigeria
Rafaelia,Dixcee,01-04-2007,ASCG,2016,Zimbabwe
Staci,Claxson,19-10-2005,ASCG,2023,Nigeria
Tiena,Varnham,27-07-2009,ASCG,2018,South Africa
Olympie,Faulkener,05-05-2005,ASCG,2022,Kenya
Bertine,Wederell,01-04-2007,ASCG,2015,Zimbabwe
Candida,Langeren,16-05-2003,ASCG,2018,Kenya
Agata,Massie,30-07-2005,ASCG,2019,Zimbabwe
Hortense,Myers,22-05-2000,ASCG,2018,South Africa
Cherida,Fidoe,11-02-2010,ASCG,2015,Nigeria
Ferdinanda,Guild,11-11-2009,ASCG,2020,Togo
Nessi,Anchor,13-12-2004,CBC,2021,South Africa
Shelbi,Shilling,31-07-2004,ASCG,2023,Nigeria
Anet,Krop,22-07-2010,SSC,2016,Nigeria
Felipa,Ashworth,19-11-2008,ASCG,2016,Nigeria
Tyne,Billanie,12-03-2009,ASCG,2017,Nigeria
Reggie,McKew,06-05-2004,ASCG,2023,Zimbabwe
Lorilyn,Ginnaly,08-09-2001,ASCG,2015,Nigeria
Lisa,Claiden,19-01-2009,ASCG,2017,Botswana
Twila,Sommerscales,12-01-2006,DSC,2020,Nigeria
Corinne,Scarasbrick,03-11-2006,ASCG,2018,Uganda
Theodora,Sandon,27-09-2001,ASCG,2022,Nigeria
Kellen,Lethardy,21-08-2005,SSC,2022,Kenya
Kayle,Bradnum,02-05-2005,ASCG,2019,Nigeria
Jan,Favill,02-08-2010,ASCG,2023,Nigeria
Blondelle,Frangleton,03-07-2002,ASCG,2019,Uganda
Renee,Besse,20-11-2011,ASCG,2022,Nigeria
Zenia,Toovey,08-04-2008,ASCG,2017,Nigeria
Cristina,Robarts,15-09-2005,CBC,2021,Nigeria
Nan,Carncross,22-04-2007,ASCG,2018,Ghana
Alli,Nials,25-04-2002,ASCG,2025,Nigeria
Estele,McDade,03-04-2011,DSC,2018,South Africa
Mela,Iannelli,20-01-2010,ASCG,2016,Nigeria
Josefina,Debold,07-06-2002,ASCG,2015,Uganda
Gaye,Dyzart,22-09-2010,ASCG,2016,South Africa
Margret,Gresly,10-10-2002,SSC,2018,Nigeria
Gypsy,Searchwell,15-11-2000,CBC,2020,Nigeria
Davida,Vossgen,01-01-2012,ASCG,2024,South Africa
Amandi,Batalle,16-03-2002,ASCG,2022,Nigeria
Roanne,Nutton,16-07-2012,ASCG,2015,South Africa
Doroteya,Treadgall,10-07-2001,SSC,2021,Botswana
Theresa,Bibb,29-03-2001,ASCG,2022,Nigeria
Lira,Malcolm,23-08-2004,ASCG,2015,Nigeria
Brett,Ballentime,16-08-2010,ASCG,2020,Uganda
Daniele,Arstall,28-03-2001,ASCG,2015,Zimbabwe
Lura,Elan,29-09-2001,ASCG,2020,Nigeria
Olly,Sweet,18-12-2000,ASCG,2017,Nigeria
Bess,Gouldthorp,31-10-2009,ASCG,2021,Kenya
Meredith,Pancost,13-01-2007,ASCG,2021,Nigeria
Gilemette,Shakelade,11-10-2003,ASCG,2019,Nigeria
Beryl,Fotheringham,13-07-2003,ASCG,2019,Nigeria
Ilka,Fordham,07-08-2012,DSC,2025,Nigeria
Rhoda,Seif,08-11-2006,ASCG,2022,Nigeria
Daniella,Kentish,17-11-2003,SSC,2016,Togo
Holli,Spatoni,15-07-2008,ASCG,2019,Nigeria
Christabella,Shirt,12-03-2009,ASCG,2021,Kenya
Dyane,Masurel,02-11-2006,ASCG,2015,Nigeria
Stacey,Grebert,21-02-2004,ASCG,2016,Nigeria
Demeter,Bowdler,24-06-2004,ASCG,2022,Ghana
Alexandrina,McRobbie,23-02-2004,ASCG,2021,South Africa
Charlotta,Martell,18-05-2012,ASCG,2020,Nigeria
Jeni,FitzGibbon,18-04-2003,DSC,2016,Botswana
Eleen,Bolley,10-03-2002,ASCG,2023,Ghana
Dixie,Eldridge,21-08-2005,ASCG,2025,Uganda
Rhianon,Brokenshire,16-09-2003,ASCG,2023,South Africa
Bea,Farmer,10-05-2012,ASCG,2021,South Africa
Sidoney,Colville,24-07-2007,ASCG,2021,Nigeria
Isis,Goard,23-05-2012,ASCG,2018,Nigeria
Berenice,Wareham,30-06-2004,ASCG,2023,Nigeria
Nyssa,Chiplin,20-11-2008,ASCG,2016,Nigeria
Lorna,Tunnock,02-07-2000,DSC,2018,Ghana
Candi,Broske,21-09-2006,ASCG,2023,Nigeria
Rivy,Gantzman,28-04-2001,ASCG,2020,Nigeria
Chantal,Bramford,31-07-2003,ASCG,2020,South Africa
Olva,Case,13-12-2007,ASCG,2015,Togo
Georgine,Brandassi,29-07-2011,ASCG,2025,South Africa
Tine,Whyman,17-05-2011,ASCG,2017,Uganda
Daryn,Longstreet,24-08-2004,DSC,2017,Zimbabwe
Bobbie,Scrase,01-08-2000,ASCG,2016,Nigeria
Teddie,MacMychem,26-09-2008,ASCG,2025,Nigeria
Merline,Hutcheon,05-11-2000,SSC,2016,South Africa
Hedwiga,Romans,29-05-2010,CBC,2014,Nigeria
Dorian,Zute,15-04-2011,ASCG,2024,Benin
Glad,Budden,19-05-2005,CBC,2023,Nigeria
Harriott,Oiller,25-05-2006,ASCG,2020,Uganda
Carolynn,Gorey,19-04-2009,SSC,2020,Nigeria
Janice,Walling,28-09-2009,ASCG,2014,Rwanda
Lotty,Dinning,02-01-2008,ASCG,2024,Nigeria
Gay,Belhome,13-04-2003,ASCG,2025,Nigeria
Meagan,Scough,27-03-2008,ASCG,2022,Nigeria
Hollie,Danhel,09-10-2005,ASCG,2017,Uganda
Simone,Baptiste,18-09-2012,ASCG,2025,Botswana
Leena,Sellor,28-01-2000,ASCG,2017,South Africa
Elianora,Webermann,06-04-2002,CBC,2014,Zimbabwe
Lana,Grocott,30-01-2012,ASCG,2019,South Africa
Willie,Thayre,20-06-2003,ASCG,2015,South Africa
Tarah,Casine,26-12-2003,ASCG,2019,Kenya
Lanna,Basten,04-06-2002,ASCG,2019,Nigeria
Catlaina,Dybell,06-03-2000,ASCG,2017,Nigeria
Sarette,Sandwith,12-05-2001,ASCG,2024,Kenya
Thalia,Adnet,01-12-2003,ASCG,2021,South Africa
Myrtice,Dredge,12-02-2012,ASCG,2021,South Africa
Clementina,Devereu,12-12-2006,ASCG,2023,South Africa
Tedda,Pietzner,10-05-2011,ASCG,2014,Botswana
Alessandra,Bursnell,08-09-2001,SSC,2023,Nigeria
Drucy,Francesconi,08-07-2010,ASCG,2020,South Africa
Andeee,Crowche,25-06-2001,ASCG,2014,Zimbabwe
Maia,Popplewell,30-04-2001,ASCG,2020,Nigeria
Dulcine,Ruppertz,01-10-2010,ASCG,2022,South Africa
Tabby,Domanek,08-12-2011,ASCG,2021,South Africa
Dix,Geall,04-11-2007,ASCG,2021,Uganda
Angeline,Iremonger,12-02-2006,ASCG,2025,Benin
Aurlie,Troup,22-01-2006,ASCG,2016,Nigeria
Carina,Rowledge,23-11-2012,ASCG,2024,Nigeria
Marabel,Dallemore,11-10-2011,ASCG,2014,Libya
Brietta,Noury,28-05-2011,ASCG,2022,South Africa
Neila,Barnwill,31-01-2012,ASCG,2024,Uganda
Anallise,Edrich,14-10-2008,ASCG,2019,Benin
Ayn,Lesper,10-09-2006,ASCG,2019,Nigeria
Viva,Kennelly,10-10-2006,ASCG,2015,South Africa
Carroll,Mickleburgh,01-01-2001,ASCG,2018,Botswana
Rosemaria,Sommerville,13-02-2001,ASCG,2022,Nigeria
Suzette,Mouth,17-01-2005,ASCG,2018,Nigeria
Roseline,Lorenzin,15-10-2009,ASCG,2018,Botswana
Shelli,Forbear,14-11-2012,ASCG,2025,Nigeria
Sherrie,Ciciari,06-05-2010,ASCG,2018,Nigeria
Adara,Greswell,29-08-2005,ASCG,2016,Nigeria
Ellissa,Klement,24-02-2005,ASCG,2019,Nigeria
Walliw,Murrigans,26-04-2010,ASCG,2025,South Africa
Meridith,Smardon,26-11-2009,ASCG,2016,South Africa
Netty,Mould,14-04-2007,ASCG,2017,Nigeria
Zonnya,Heap,07-10-2006,ASCG,2025,Zimbabwe
Caro,Brewitt,16-04-2009,SSC,2022,Nigeria
Leisha,Shambrooke,12-06-2010,DSC,2015,Nigeria
Sasha,Avraham,01-02-2005,ASCG,2014,Nigeria
Barbara-anne,McCook,14-09-2009,ASCG,2020,Benin
Hendrika,Biffin,28-07-2011,SSC,2024,South Africa
Marys,Doldon,27-04-2011,ASCG,2022,Nigeria
Bonny,Himsworth,08-06-2009,ASCG,2023,Nigeria
Bryna,Blandford,11-03-2006,ASCG,2016,Uganda
Keriann,Warmington,07-05-2010,ASCG,2021,Kenya
Junina,Bowling,12-06-2006,ASCG,2016,Nigeria
Raye,Gostyke,13-04-2009,ASCG,2016,Libya
Crissie,Putt,30-01-2005,ASCG,2017,Kenya
Meriel,Macklin,24-04-2006,ASCG,2021,Nigeria
Daffie,Hugonneau,03-09-2008,ASCG,2015,Nigeria
Mercie,Bambrough,19-09-2006,ASCG,2022,Nigeria
Joyous,Imrie,27-06-2007,SSC,2025,Zimbabwe
Brynna,Bernaldo,06-10-2000,ASCG,2022,Libya
Margie,Melmeth,23-12-2011,SSC,2022,Nigeria
Rozamond,Assante,27-12-2000,ASCG,2018,Nigeria
Janela,Wandrey,01-02-2009,ASCG,2024,Nigeria
Amie,Attlee,02-07-2004,ASCG,2025,Libya
Shauna,Frede,10-04-2010,ASCG,2017,Libya
Krystal,Jones,30-06-2005,ASCG,2022,Kenya
Cleo,Effemy,12-03-2009,ASCG,2016,Nigeria
Bonnee,Whitley,17-01-2008,ASCG,2017,Ghana
Dollie,Emanueli,12-09-2006,ASCG,2020,Nigeria
Carri,Craze,24-09-2008,ASCG,2021,Zimbabwe
Aurelea,Pailin,27-01-2006,CBC,2023,Botswana
Dannye,Sivewright,20-07-2010,ASCG,2014,Nigeria
Chrissy,Goare,03-07-2004,ASCG,2021,Nigeria
Shanta,Blakeston,19-09-2007,ASCG,2023,South Africa
Helen,Roselli,10-01-2009,ASCG,2019,Zimbabwe
Mada,Gunthorp,09-05-2011,ASCG,2025,Zimbabwe
Maegan,Robertz,18-08-2009,ASCG,2016,South Africa
Ailey,Trevithick,28-06-2006,SSC,2014,South Africa
Allsun,Shakeshaft,30-06-2001,ASCG,2015,Nigeria
Lela,Sollas,15-08-2009,ASCG,2025,Togo
Sherrie,Necrews,14-03-2004,ASCG,2016,Nigeria
Ursola,Shepheard,08-04-2011,ASCG,2021,Uganda
Gert,Clausson,07-04-2006,ASCG,2018,Uganda
Gwenore,Russam,19-01-2007,ASCG,2016,Nigeria
Anabelle,De Atta,26-05-2001,ASCG,2023,Nigeria
Lorelei,Hancock,21-10-2004,ASCG,2020,Zimbabwe
Devina,Hummerston,30-08-2004,ASCG,2024,Nigeria
Jennilee,Rabbitt,05-04-2012,ASCG,2019,Nigeria
Querida,Carwithen,13-12-2012,ASCG,2014,South Africa
Ruthie,Glover,26-06-2003,ASCG,2019,Nigeria
Elora,McSaul,22-09-2006,ASCG,2020,Nigeria
Cherianne,Flohard,23-08-2010,ASCG,2017,South Africa
Joanie,Beetham,26-08-2003,ASCG,2015,South Africa
Simone,Bodleigh,25-08-2012,ASCG,2022,Libya
Rosalie,Cutchey,28-12-2006,ASCG,2019,South Africa
Neila,Fuller,17-11-2007,ASCG,2014,Libya
Amy,Tongue,25-07-2011,ASCG,2017,Botswana
Valaria,Stivey,19-07-2007,ASCG,2018,Botswana
Sarina,Domenicone,06-04-2008,ASCG,2021,Nigeria
Mimi,Westmacott,07-02-2008,ASCG,2022,Nigeria
Shanna,Splevings,11-09-2003,ASCG,2022,Libya
Cam,Boother,18-08-2007,ASCG,2021,South Africa
Dawn,Needs,14-05-2000,ASCG,2022,Nigeria
Pearla,Coonihan,12-03-2004,ASCG,2019,Nigeria
Suzette,Groom,29-07-2012,CBC,2024,South Africa
Zola,Philler,10-06-2008,ASCG,2024,Nigeria
Koral,Reijmers,21-02-2011,ASCG,2015,South Africa
Lizzy,Izachik,19-07-2000,ASCG,2022,Zimbabwe
Laurel,MacAleese,11-12-2010,ASCG,2025,Zimbabwe
Flora,Bray,05-08-2006,ASCG,2025,Nigeria
Emmi,Arguile,11-08-2008,ASCG,2017,Kenya
Candida,Aronin,04-10-2004,ASCG,2021,Kenya
Dorothy,Stych,23-11-2011,ASCG,2021,Zimbabwe
Aggie,Shoubridge,04-06-2012,ASCG,2017,Nigeria
Maryl,Janssen,07-06-2001,ASCG,2017,Nigeria
Ginger,Garnson,07-04-2004,ASCG,2024,Nigeria
Rickie,Wharin,04-02-2012,ASCG,2020,Nigeria
Ania,Ticic,28-05-2002,DSC,2024,Nigeria
Fionnula,Pavolini,21-01-2012,ASCG,2017,Nigeria
Lorena,Kinnen,05-07-2008,ASCG,2023,Ghana
Carolee,De Lorenzo,10-07-2002,ASCG,2015,South Africa
Veda,Cowles,25-06-2003,DSC,2024,Ghana
Janka,Darton,16-05-2009,ASCG,2025,South Africa
Seline,Piesing,14-12-2010,ASCG,2019,Nigeria
Germana,Sommerly,03-02-2006,ASCG,2018,Uganda
Ekaterina,Rewan,20-05-2004,ASCG,2017,Botswana
Florentia,Mapes,12-12-2012,SSC,2015,Nigeria
Ashly,Pascow,07-01-2002,ASCG,2023,Nigeria
Veriee,Potteril,18-03-2005,ASCG,2022,Zimbabwe
Cacilie,Cominoli,05-07-2006,ASCG,2022,Kenya
Enrica,Episcopio,13-02-2006,ASCG,2024,Libya
Nananne,Greener,01-09-2011,ASCG,2022,Uganda
Betteanne,January,23-12-2005,ASCG,2024,South Africa
Lauretta,Clifton,16-09-2001,ASCG,2019,Nigeria
Celle,Merington,07-10-2004,ASCG,2024,Kenya
Kattie,Mulryan,20-03-2003,DSC,2022,Kenya
Bernelle,Aronowitz,08-02-2007,ASCG,2014,Benin
Jillene,Aspell,30-12-2010,ASCG,2017,Nigeria
Heloise,Luberto,22-12-2007,ASCG,2023,Nigeria
Faustine,Plitz,24-02-2005,ASCG,2025,Nigeria
Caresa,Notley,02-02-2000,ASCG,2025,Nigeria
Clarette,Waistall,24-02-2003,ASCG,2020,South Africa
Emilee,Castelletti,21-04-2012,ASCG,2025,South Africa
Lanni,Rattery,03-07-2003,ASCG,2025,Nigeria
Micheline,Azema,05-08-2006,ASCG,2025,South Africa
Joy,Kobierski,25-03-2010,ASCG,2021,Uganda
Sabrina,Coulson,12-08-2006,ASCG,2023,South Africa
Annmarie,Skelhorn,14-03-2005,ASCG,2017,Nigeria
Farrand,Fruen,13-11-2009,ASCG,2015,Nigeria
Nari,Clowser,25-10-2001,ASCG,2025,Nigeria
Adora,Wyldish,30-06-2003,ASCG,2024,Nigeria
Fayette,Douberday,28-07-2004,ASCG,2016,South Africa
Lilah,Brastead,25-09-2004,ASCG,2014,Nigeria
Nancey,Lempertz,04-12-2009,ASCG,2016,Rwanda
Bethena,Hiorn,10-01-2003,ASCG,2016,Nigeria
Daron,Rosenau,27-01-2005,ASCG,2025,Botswana
Hyacinth,Saltmarsh,29-08-2008,ASCG,2015,South Africa
Blythe,Ruben,27-11-2009,ASCG,2024,South Africa
Angil,Purvess,29-04-2009,DSC,2023,South Africa
Rey,Girdler,18-05-2010,ASCG,2022,Nigeria
Adoree,Wisson,28-06-2008,CBC,2019,South Africa
Maryellen,Boddice,21-01-2010,ASCG,2015,Nigeria
Eva,Arghent,22-06-2001,ASCG,2025,South Africa
Barbette,Oggers,24-11-2008,ASCG,2017,Nigeria
Helsa,Wornum,08-10-2000,ASCG,2017,South Africa
Maxi,Edyson,29-08-2008,ASCG,2024,Kenya
Bobette,Prosh,19-01-2003,ASCG,2015,Ghana
Amandie,McRannell,30-12-2002,ASCG,2018,South Africa
Guenna,Norvill,30-10-2012,ASCG,2021,South Africa
Vonny,Markushkin,18-03-2010,ASCG,2018,Uganda
Marijo,Deroche,04-09-2006,ASCG,2014,South Africa
Bonita,Maiklem,12-07-2007,ASCG,2022,Libya
Allianora,Djekovic,14-10-2005,ASCG,2019,Nigeria
Ketty,Gaudin,04-10-2003,ASCG,2019,Ghana
Lynna,Cacacie,14-01-2011,ASCG,2016,Nigeria
Peggi,Setterthwait,16-07-2002,ASCG,2021,Kenya
Timmi,Destouche,17-04-2008,ASCG,2015,Benin
Jasmine,Megainey,13-03-2004,DSC,2018,Nigeria
Georgeanne,Soares,04-10-2003,ASCG,2018,South Africa
Carly,Worwood,25-04-2001,ASCG,2016,Nigeria
Violet,Sarton,17-06-2003,ASCG,2024,Nigeria
Allina,Hannaby,28-04-2011,ASCG,2014,Ghana
Carmen,Izkovitz,16-02-2011,ASCG,2021,South Africa
Timmie,Makin,30-03-2001,ASCG,2019,Togo
Jania,Goadsby,21-01-2004,ASCG,2022,Nigeria
Marie,Duddin,22-06-2010,ASCG,2016,Kenya
Matelda,Rennocks,09-07-2001,ASCG,2025,South Africa
Kakalina,Stribbling,02-06-2007,ASCG,2018,Nigeria
Darrelle,Costard,02-09-2010,ASCG,2025,South Africa
Layne,Deetlof,23-10-2004,CBC,2022,Uganda
Fayette,Scrine,10-04-2008,SSC,2016,Kenya
Ingeborg,Domnick,19-08-2008,ASCG,2020,Uganda
Daron,Dalman,19-10-2007,ASCG,2022,Botswana
Correy,Bolger,27-06-2000,ASCG,2021,Nigeria
Kariotta,Beller,16-06-2003,ASCG,2021,Nigeria
Breanne,Saltern,20-07-2002,ASCG,2014,Nigeria
Leland,Scott,13-08-2004,ASCG,2025,Nigeria
Janessa,Shakelade,06-10-2003,ASCG,2025,Nigeria
Phaidra,Breede,03-04-2012,ASCG,2019,Nigeria
Layla,Paine,14-09-2001,ASCG,2018,Botswana
Jobie,Mongenot,12-07-2004,ASCG,2021,Uganda
Agatha,Rapp,08-07-2007,ASCG,2015,Nigeria
Alicea,Schlag,28-02-2001,ASCG,2015,South Africa
Nikkie,Tours,06-11-2004,ASCG,2023,Nigeria
Rhody,Botly,16-10-2004,ASCG,2014,Uganda
Harley,Villalta,11-03-2010,ASCG,2025,South Africa
Scarlet,Holley,30-10-2004,CBC,2019,Uganda
Peggi,Cormode,20-04-2008,ASCG,2016,Benin
Jaime,Pearde,15-06-2006,ASCG,2025,Botswana
Agatha,Chsteney,08-10-2008,ASCG,2024,Benin
Saloma,Paradis,21-11-2006,ASCG,2021,Botswana
Isis,Hanlin,21-02-2001,ASCG,2024,Uganda
Jonie,Purtell,04-06-2009,ASCG,2024,Nigeria
Karita,Bick,02-10-2009,SSC,2021,Benin
Cairistiona,Tompkins,15-11-2006,ASCG,2015,Uganda
Sharai,Geist,07-09-2010,ASCG,2021,Botswana
Greta,Hedaux,02-05-2011,ASCG,2020,Uganda
Mandy,Tolley,28-09-2002,DSC,2022,Eritrea
Hettie,Pickworth,25-10-2012,ASCG,2024,Ghana
Elfreda,Garrow,24-10-2003,ASCG,2024,Nigeria
Paolina,Tabard,22-04-2002,ASCG,2014,Nigeria
Loleta,Follan,07-05-2003,CBC,2017,Nigeria
Zora,Bulle,19-07-2005,ASCG,2015,Nigeria
Gisela,Prozillo,10-10-2004,ASCG,2025,South Africa
Maisey,Kinch,02-03-2000,ASCG,2016,Nigeria
Rosemaria,Di Giacomo,28-09-2012,CBC,2014,Nigeria
Ajay,Cudbertson,23-01-2009,ASCG,2023,Uganda
Kelli,Navaro,16-12-2009,ASCG,2019,South Africa
Trudi,Coughtrey,14-01-2009,DSC,2016,Uganda
Wilie,Fidgin,16-11-2003,ASCG,2017,Togo
Nady,Oneill,10-04-2007,ASCG,2015,Nigeria
Gilli,Srutton,26-09-2000,ASCG,2017,Nigeria
Britni,Rickman,11-01-2008,ASCG,2024,Nigeria
Betty,Teather,19-03-2003,ASCG,2015,Zimbabwe
Debera,Teresia,27-03-2008,ASCG,2014,Kenya
Frederica,Golly,07-05-2004,ASCG,2019,Ghana
Cathlene,Liven,07-04-2005,ASCG,2017,Uganda
Nikaniki,Sweatman,04-02-2009,DSC,2022,Kenya
Ameline,Isacq,09-07-2010,ASCG,2021,South Africa
